name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,month,year,day,dayofweek
"Hà Nội, Việt Nam",2022-09-20,34.5,27.0,29.3,43.5,29.2,34.5,24.8,78.0,4.5,100.0,4.17,['rain'],0.0,0.0,24.8,16.6,46.0,,41.6,9.0,251.0,21.6,9.0,60.0,05:44:45,17:55:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,20,1
"Hà Nội, Việt Nam",2022-09-21,31.0,25.5,27.5,37.1,25.5,29.8,23.9,81.3,1.71,100.0,4.17,['rain'],0.0,0.0,33.5,12.1,16.2,,44.9,9.5,156.6,13.5,7.0,60.0,05:45:00,17:54:21,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,21,2
"Hà Nội, Việt Nam",2022-09-22,31.0,25.0,27.6,36.6,25.0,30.2,24.3,82.3,4.5,100.0,4.17,['rain'],0.0,0.0,31.7,17.5,66.1,,61.1,9.3,116.1,10.0,4.0,60.0,05:45:14,17:53:23,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,22,3
"Hà Nội, Việt Nam",2022-09-23,33.0,23.5,27.4,37.5,23.5,28.9,23.3,79.9,4.5,100.0,4.17,['rain'],0.0,0.0,31.7,24.1,3.5,,61.2,9.4,218.3,19.0,9.0,60.0,05:45:29,17:52:26,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,23,4
"Hà Nội, Việt Nam",2022-09-24,29.0,24.0,26.6,33.2,24.0,28.1,22.8,79.8,4.5,100.0,4.17,['rain'],0.0,0.0,33.5,13.9,11.2,,74.3,9.6,136.1,11.6,7.0,60.0,05:45:44,17:51:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,24,5
"Hà Nội, Việt Nam",2022-09-25,28.4,24.7,26.0,31.7,24.7,26.8,22.8,82.6,4.5,100.0,4.17,['rain'],0.0,0.0,34.6,18.4,12.7,,66.8,9.2,149.6,13.1,7.0,60.0,05:45:59,17:50:33,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,25,6
"Hà Nội, Việt Nam",2022-09-26,32.5,24.0,27.9,38.6,24.0,31.0,23.7,79.1,0.4,100.0,16.67,['rain'],0.0,0.0,24.5,9.4,318.2,,27.0,7.5,230.1,19.9,8.0,60.0,05:46:14,17:49:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,26,0
"Hà Nội, Việt Nam",2022-09-27,34.0,25.0,29.0,38.5,25.0,32.1,23.7,74.7,0.1,100.0,4.17,['rain'],0.0,0.0,30.6,11.2,325.7,,19.3,6.9,236.9,20.5,9.0,60.0,05:46:30,17:48:40,0.05,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,27,1
"Hà Nội, Việt Nam",2022-09-28,30.0,25.0,26.9,32.6,25.0,28.3,23.0,80.0,4.5,100.0,79.17,['rain'],0.0,0.0,40.7,12.1,322.7,,70.3,8.3,29.0,2.6,1.0,60.0,05:46:45,17:47:43,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', 'VVNB']",9,2022,28,2
"Hà Nội, Việt Nam",2022-09-29,29.0,24.0,26.1,33.6,24.0,27.0,23.7,86.9,4.5,100.0,87.5,['rain'],0.0,0.0,35.6,14.8,2.5,,87.9,8.2,45.0,4.0,2.0,60.0,05:47:01,17:46:47,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",9,2022,29,3
"Hà Nội, Việt Nam",2022-09-30,31.5,25.0,26.6,37.2,25.0,27.8,23.6,84.1,4.5,100.0,100.0,['rain'],0.0,0.0,20.5,23.2,63.5,,70.1,10.0,59.6,5.2,2.0,60.0,05:47:17,17:45:52,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', 'VVNB']",9,2022,30,4
"Hà Nội, Việt Nam",2022-10-01,29.0,25.0,26.2,33.6,25.0,27.3,24.3,89.2,4.5,100.0,100.0,['rain'],0.0,0.0,22.3,19.4,90.9,,80.3,8.7,69.4,6.0,4.0,60.0,05:47:33,17:44:56,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', 'VVNB']",10,2022,1,5
"Hà Nội, Việt Nam",2022-10-02,29.5,25.0,26.9,34.4,25.0,28.9,23.8,83.4,4.5,100.0,91.67,['rain'],0.0,0.0,23.4,17.5,94.9,,83.2,9.9,49.6,4.4,2.0,60.0,05:47:49,17:44:01,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', 'VVNB']",10,2022,2,6
"Hà Nội, Việt Nam",2022-10-03,32.5,25.0,27.8,38.6,25.0,30.3,24.0,81.1,2.0,100.0,50.0,['rain'],0.0,0.0,23.0,17.7,72.8,,53.6,9.1,169.4,14.7,8.0,60.0,05:48:06,17:43:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', 'VVNB']",10,2022,3,0
"Hà Nội, Việt Nam",2022-10-04,33.0,25.0,27.5,39.3,25.0,29.5,23.8,81.6,0.167,100.0,4.17,['rain'],0.0,0.0,29.5,8.5,294.6,,40.2,9.1,186.2,16.1,7.0,60.0,05:48:23,17:42:12,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,4,1
"Hà Nội, Việt Nam",2022-10-05,33.0,24.5,28.3,37.0,24.5,31.1,23.6,77.4,0.183,100.0,4.17,['rain'],0.0,0.0,19.8,16.6,117.7,,30.0,9.3,216.0,18.8,7.0,60.0,05:48:40,17:41:18,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,5,2
"Hà Nội, Việt Nam",2022-10-06,32.0,24.0,26.7,37.3,24.0,27.9,23.7,84.7,4.5,100.0,8.33,['rain'],0.0,0.0,26.3,26.8,104.5,,40.8,8.8,178.2,15.3,7.0,60.0,05:48:58,17:40:24,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,6,3
"Hà Nội, Việt Nam",2022-10-07,30.0,24.0,26.4,35.1,24.0,28.1,23.7,85.8,1.267,100.0,12.5,['rain'],0.0,0.0,29.5,14.9,93.7,,52.3,8.5,155.8,13.4,6.0,60.0,05:49:16,17:39:31,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,7,4
"Hà Nội, Việt Nam",2022-10-08,29.5,24.5,26.7,32.7,24.5,28.2,23.2,81.7,1.996,100.0,8.33,['rain'],0.0,0.0,20.2,16.6,72.9,,66.2,9.0,90.8,7.8,4.0,60.0,05:49:34,17:38:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,8,5
"Hà Nội, Việt Nam",2022-10-09,27.3,23.0,25.3,29.9,23.0,25.7,20.8,76.8,0.798,100.0,12.5,['rain'],0.0,0.0,48.2,26.8,21.0,,88.2,9.4,58.9,5.0,3.0,60.0,05:49:52,17:37:46,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,9,6
"Hà Nội, Việt Nam",2022-10-10,27.0,21.4,23.8,27.1,21.4,23.8,14.8,58.0,0.195,100.0,4.17,['rain'],0.0,0.0,36.0,17.5,4.9,,63.8,9.7,161.3,14.1,7.0,60.0,05:50:11,17:36:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,10,0
"Hà Nội, Việt Nam",2022-10-11,28.7,19.0,23.9,28.2,19.0,23.8,14.7,59.1,0.0,0.0,0.0,['rain'],0.0,0.0,27.7,16.6,28.2,,10.5,10.7,253.0,21.9,9.0,60.0,05:50:31,17:36:03,0.54,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,11,1
"Hà Nội, Việt Nam",2022-10-12,29.5,21.0,24.9,28.8,21.0,24.7,15.1,57.5,0.0,0.0,0.0,['rain'],0.0,0.0,21.2,13.9,58.8,,10.2,10.5,252.6,21.8,9.0,60.0,05:50:50,17:35:13,0.58,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,12,2
"Hà Nội, Việt Nam",2022-10-13,29.7,22.0,25.0,28.6,22.0,24.8,15.2,57.1,0.0,0.0,0.0,['rain'],0.0,0.0,27.7,11.2,2.2,,31.4,10.4,235.4,20.2,8.0,60.0,05:51:10,17:34:23,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,13,3
"Hà Nội, Việt Nam",2022-10-14,31.1,19.0,24.8,30.1,19.0,24.5,15.3,60.0,0.0,0.0,0.0,['rain'],0.0,0.0,36.4,17.5,342.9,,60.3,10.2,252.7,21.9,9.0,60.0,05:51:31,17:33:33,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,14,4
"Hà Nội, Việt Nam",2022-10-15,31.2,21.0,25.7,29.8,21.0,25.3,14.8,55.6,0.0,0.0,0.0,['rain'],0.0,0.0,40.7,17.5,339.4,,53.7,10.3,228.6,19.8,8.0,60.0,05:51:52,17:32:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,15,5
"Hà Nội, Việt Nam",2022-10-16,32.0,19.0,25.8,31.8,19.0,25.8,16.4,59.3,0.0,0.0,0.0,['rain'],0.0,0.0,33.8,17.6,330.6,,9.6,9.6,251.5,21.8,9.0,60.0,05:52:13,17:31:57,0.7,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,16,6
"Hà Nội, Việt Nam",2022-10-17,31.5,24.0,27.2,30.8,24.0,26.9,14.1,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,42.8,20.5,341.5,,35.4,10.9,249.7,21.5,9.0,60.0,05:52:35,17:31:09,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,17,0
"Hà Nội, Việt Nam",2022-10-18,30.0,22.5,26.1,28.9,22.5,25.8,12.4,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,42.5,20.8,345.3,,41.7,10.1,249.8,21.6,9.0,60.0,05:52:57,17:30:23,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,18,1
"Hà Nội, Việt Nam",2022-10-19,26.0,16.5,21.7,26.0,16.5,21.7,12.3,58.3,0.103,100.0,8.33,['rain'],0.0,0.0,33.5,16.6,17.2,,70.3,8.9,114.0,9.8,6.0,60.0,05:53:20,17:29:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,19,2
"Hà Nội, Việt Nam",2022-10-20,18.1,16.0,17.3,18.1,16.0,17.3,16.0,92.1,4.5,100.0,16.67,['rain'],0.0,0.0,29.9,13.9,342.0,,99.9,7.1,17.1,1.5,1.0,60.0,05:53:43,17:28:52,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,20,3
"Hà Nội, Việt Nam",2022-10-21,21.7,18.0,19.9,21.7,18.0,19.9,18.8,93.1,4.5,100.0,8.33,['rain'],0.0,0.0,22.7,12.1,314.1,,76.7,7.6,38.6,3.1,1.0,60.0,05:54:07,17:28:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,21,4
"Hà Nội, Việt Nam",2022-10-22,32.0,20.0,25.3,33.8,20.0,26.2,20.5,77.1,0.0,0.0,0.0,['rain'],0.0,0.0,26.3,10.9,318.7,,20.8,9.6,226.3,19.4,8.0,60.0,05:54:31,17:27:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,22,5
"Hà Nội, Việt Nam",2022-10-23,33.5,22.5,27.7,36.3,22.5,29.2,21.5,71.4,0.0,0.0,0.0,['rain'],0.0,0.0,23.4,7.4,355.5,,18.7,10.2,215.3,18.5,8.0,60.0,05:54:55,17:26:42,0.93,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,23,6
"Hà Nội, Việt Nam",2022-10-24,33.0,23.0,27.6,35.3,23.0,28.7,21.0,69.3,0.1,100.0,4.17,['rain'],0.0,0.0,21.6,15.7,96.8,,19.4,8.0,210.1,18.2,8.0,60.0,05:55:21,17:26:01,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,24,0
"Hà Nội, Việt Nam",2022-10-25,28.0,23.0,24.9,29.9,23.0,25.2,21.8,83.4,0.17,100.0,8.33,['rain'],0.0,0.0,19.8,13.9,245.3,,65.0,6.8,111.1,9.8,5.0,60.0,05:55:46,17:25:20,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,25,1
"Hà Nội, Việt Nam",2022-10-26,28.5,23.0,25.2,31.3,23.0,25.6,22.0,83.5,0.005,100.0,4.17,['rain'],0.0,0.0,17.6,9.4,282.0,,80.8,5.6,123.5,10.5,5.0,60.0,05:56:12,17:24:40,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,26,2
"Hà Nội, Việt Nam",2022-10-27,29.0,24.0,26.5,31.5,24.0,27.5,21.7,75.7,0.002,100.0,4.17,['rain'],0.0,0.0,23.0,11.2,126.5,,77.8,9.4,159.3,13.8,6.0,60.0,05:56:39,17:24:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,27,3
"Hà Nội, Việt Nam",2022-10-28,31.0,23.8,26.8,32.1,23.8,27.5,20.3,69.3,0.0,0.0,0.0,['rain'],0.0,0.0,17.6,11.2,122.0,,43.1,9.7,170.4,14.7,6.0,60.0,05:57:06,17:23:24,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,28,4
"Hà Nội, Việt Nam",2022-10-29,30.0,23.1,26.1,31.1,23.1,26.5,20.6,73.1,0.488,100.0,4.17,['rain'],0.0,0.0,29.5,12.1,347.6,,37.2,7.7,197.3,17.0,8.0,60.0,05:57:34,17:22:47,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,29,5
"Hà Nội, Việt Nam",2022-10-30,30.2,21.0,25.7,31.6,21.0,26.4,20.3,73.9,0.0,0.0,0.0,['rain'],0.0,0.0,35.3,13.9,339.6,,16.3,7.8,200.0,17.4,8.0,60.0,05:58:02,17:22:12,0.17,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,30,6
"Hà Nội, Việt Nam",2022-10-31,30.0,21.5,25.7,29.9,21.5,25.7,16.1,56.6,0.0,0.0,0.0,['rain'],0.0,0.0,41.4,19.4,357.9,,45.0,10.1,179.6,15.5,8.0,60.0,05:58:31,17:21:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10,2022,31,0
"Hà Nội, Việt Nam",2022-11-01,30.0,20.4,24.5,29.0,20.4,24.3,13.5,53.36250000000003,0.0,0.0,0.0,['rain'],0.0,0.0,38.9,20.5,328.1,,59.5,11.1,231.7,20.0,8.0,60.0,05:59:01,17:21:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,1,1
"Hà Nội, Việt Nam",2022-11-02,29.4,17.5,23.0,28.4,17.5,22.8,14.2,61.8,0.0,0.0,0.0,['rain'],0.0,0.0,22.3,14.8,326.1,,16.6,9.3,234.6,20.3,8.0,60.0,05:59:30,17:20:31,0.28,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,2,2
"Hà Nội, Việt Nam",2022-11-03,29.5,17.0,23.4,29.1,17.0,23.3,15.1,62.6,0.0,0.0,0.0,['rain'],0.0,0.0,21.2,10.4,309.8,,30.5,9.2,228.1,19.8,8.0,60.0,06:00:01,17:20:00,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,3,3
"Hà Nội, Việt Nam",2022-11-04,30.0,19.0,24.2,29.7,19.0,24.2,16.7,65.5,0.0,0.0,0.0,['rain'],0.0,0.0,25.9,11.2,341.5,,25.7,9.6,205.4,17.7,7.0,60.0,06:00:32,17:19:29,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,4,4
"Hà Nội, Việt Nam",2022-11-05,29.0,20.4,24.4,28.8,20.4,24.4,17.4,67.8,0.0,0.0,0.0,['rain'],0.0,0.0,30.2,19.4,61.5,,8.5,9.9,215.5,18.7,8.0,60.0,06:01:03,17:19:00,0.38,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,5,5
"Hà Nội, Việt Nam",2022-11-06,28.0,20.0,23.5,28.3,20.0,23.6,17.9,72.3,0.0,0.0,0.0,['rain'],0.0,0.0,16.6,10.3,76.8,,14.6,7.0,209.4,18.1,8.0,60.0,06:01:35,17:18:33,0.42,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,6,6
"Hà Nội, Việt Nam",2022-11-07,28.0,19.0,23.6,28.9,19.0,23.8,18.7,75.7,0.0,0.0,0.0,['rain'],0.0,0.0,15.8,11.2,93.5,,28.3,6.6,154.7,13.4,6.0,60.0,06:02:08,17:18:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,7,0
"Hà Nội, Việt Nam",2022-11-08,29.0,20.0,24.1,29.8,20.0,24.4,19.0,74.5,0.0,0.0,0.0,['rain'],0.0,0.0,15.1,14.8,70.1,,21.1,5.9,200.3,17.5,7.0,60.0,06:02:41,17:17:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,8,1
"Hà Nội, Việt Nam",2022-11-09,29.0,19.5,24.4,30.1,19.5,24.7,19.3,75.2,0.0,0.0,0.0,['rain'],0.0,0.0,16.2,13.0,98.9,,18.6,7.2,191.7,16.6,8.0,60.0,06:03:14,17:17:16,0.52,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,9,2
"Hà Nội, Việt Nam",2022-11-10,27.0,22.0,24.7,28.8,22.0,24.7,21.2,81.5,0.3,100.0,12.5,['rain'],0.0,0.0,14.8,9.4,131.9,,64.3,7.3,106.1,9.3,5.0,60.0,06:03:48,17:16:53,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,10,3
"Hà Nội, Việt Nam",2022-11-11,30.0,23.0,25.7,32.6,23.0,26.6,22.0,80.7,0.8,100.0,29.17,['rain'],0.0,0.0,20.9,14.8,122.6,,51.3,8.0,138.8,11.9,6.0,60.0,06:04:22,17:16:32,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,11,4
"Hà Nội, Việt Nam",2022-11-12,30.1,23.0,26.1,32.6,23.0,27.1,21.7,78.0,0.4,100.0,16.67,['rain'],0.0,0.0,23.8,15.7,108.3,,62.3,8.5,124.2,10.7,5.0,60.0,06:04:57,17:16:11,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,12,5
"Hà Nội, Việt Nam",2022-11-13,28.5,22.0,25.5,30.7,22.0,26.2,21.5,79.7,0.218,100.0,8.33,['rain'],0.0,0.0,18.0,11.2,105.1,,55.3,8.1,132.2,11.6,5.0,60.0,06:05:32,17:15:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,13,6
"Hà Nội, Việt Nam",2022-11-14,29.0,22.0,25.5,31.4,22.0,26.3,22.0,82.0,0.002,100.0,4.17,['rain'],0.0,0.0,18.0,9.4,129.4,,40.5,6.1,127.1,11.0,5.0,60.0,06:06:08,17:15:34,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,14,0
"Hà Nội, Việt Nam",2022-11-15,29.0,23.0,25.9,32.2,23.0,26.9,22.4,81.5,0.048,100.0,4.17,['rain'],0.0,0.0,23.0,15.7,124.8,,57.3,8.3,132.8,11.5,6.0,60.0,06:06:44,17:15:18,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,15,1
"Hà Nội, Việt Nam",2022-11-16,31.0,24.0,27.0,34.9,24.0,28.5,22.7,78.8,0.098,100.0,4.17,['rain'],0.0,0.0,21.2,16.6,129.0,,59.7,8.2,133.1,11.4,5.0,60.0,06:07:20,17:15:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,16,2
"Hà Nội, Việt Nam",2022-11-17,30.5,25.0,26.9,34.1,25.0,28.2,23.1,80.7,1.4,100.0,33.33,['rain'],0.0,0.0,33.5,22.3,122.4,,57.2,10.4,167.2,14.5,7.0,60.0,06:07:57,17:14:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,17,3
"Hà Nội, Việt Nam",2022-11-18,31.0,24.0,26.9,35.5,24.0,28.7,23.6,82.9,1.5,100.0,29.17,['rain'],0.0,0.0,24.8,17.5,117.9,,62.0,8.2,148.9,12.9,6.0,60.0,06:08:34,17:14:37,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,18,4
"Hà Nội, Việt Nam",2022-11-19,29.5,25.0,26.7,32.7,25.0,27.9,22.7,79.3,1.464,100.0,4.17,['rain'],0.0,0.0,24.5,13.9,118.3,,77.1,9.4,115.6,10.0,5.0,60.0,06:09:12,17:14:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,19,5
"Hà Nội, Việt Nam",2022-11-20,28.5,23.0,25.1,30.7,23.0,25.4,20.8,78.0,0.0,0.0,0.0,['rain'],0.0,0.0,18.4,13.9,48.1,,54.8,9.8,155.8,13.3,6.0,60.0,06:09:49,17:14:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,20,6
"Hà Nội, Việt Nam",2022-11-21,29.2,22.0,25.4,30.8,22.0,25.9,20.3,75.0,0.0,0.0,0.0,['rain'],0.0,0.0,20.2,10.6,81.5,,37.7,8.4,137.0,11.8,5.0,60.0,06:10:27,17:14:07,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,21,0
"Hà Nội, Việt Nam",2022-11-22,28.1,21.5,25.3,30.1,21.5,26.0,20.8,76.7,0.048,100.0,4.17,['rain'],0.0,0.0,25.9,9.4,20.6,,57.1,7.8,111.7,9.7,5.0,60.0,06:11:06,17:14:00,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,22,1
"Hà Nội, Việt Nam",2022-11-23,29.0,24.8,26.3,31.5,24.8,27.1,21.7,76.2,0.002,100.0,4.17,['rain'],0.0,0.0,23.4,10.4,13.8,,73.4,9.5,65.0,5.5,2.0,60.0,06:11:44,17:13:55,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,23,2
"Hà Nội, Việt Nam",2022-11-24,25.1,22.0,22.9,25.1,22.0,22.9,20.9,88.5,4.5,100.0,8.33,['rain'],0.0,0.0,16.9,15.4,26.2,,97.8,8.4,22.6,1.9,1.0,60.0,06:12:23,17:13:50,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",11,2022,24,3
