name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Đà Nẵng, Việt Nam",2009-06-15,35.0,26.1,29.8,42.0,26.1,33.4,23.8,71.9,0.0,0.0,0.0,,,,,20.5,259.3,,81.7,11.0,,,,,05:15:12,18:19:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-16,31.1,25.1,28.2,39.2,25.1,31.8,24.3,79.9,0.0,0.0,0.0,,,,,18.4,152.1,,86.7,10.6,,,,,05:15:22,18:20:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-17,32.1,25.0,28.7,38.1,25.0,32.7,24.4,78.2,3.635,100.0,12.5,['rain'],,,,14.8,91.9,,66.7,10.0,,,,,05:15:32,18:20:25,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-18,35.0,26.0,30.4,40.8,26.0,35.4,24.4,71.9,0.0,0.0,0.0,,,,,18.3,149.3,,58.7,10.9,,,,,05:15:43,18:20:40,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-19,34.1,27.0,30.8,40.7,29.7,35.8,23.7,66.9,0.0,0.0,0.0,,,,,11.2,271.6,,65.7,11.4,,,,,05:15:54,18:20:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-20,36.1,26.1,31.6,42.1,26.1,36.4,23.4,63.3,0.0,0.0,0.0,,,,,20.5,207.9,,68.2,11.4,,,,,05:16:06,18:21:08,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-21,37.0,27.1,32.1,42.2,28.9,36.9,23.0,59.9,0.0,0.0,0.0,,,,,22.3,247.5,,50.1,11.0,,,,,05:16:19,18:21:21,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-22,35.0,28.1,31.4,38.7,30.2,34.6,21.5,56.2,0.0,0.0,0.0,,,,,22.3,226.4,,68.4,11.0,,,,,05:16:32,18:21:34,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-23,36.1,27.1,31.3,43.3,29.7,36.1,23.3,63.4,0.0,0.0,0.0,,,,,22.3,302.5,,53.4,11.0,,,,,05:16:46,18:21:46,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-24,35.0,26.0,30.9,40.7,26.0,35.8,24.0,68.2,0.0,0.0,0.0,,,,,20.5,116.1,,52.5,10.9,,,,,05:17:00,18:21:57,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-25,36.1,26.4,31.1,42.1,26.4,36.0,24.0,68.1,0.0,0.0,0.0,,,,,16.5,110.6,,79.2,12.1,,,,,05:17:14,18:22:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-26,37.1,27.0,30.2,43.4,30.2,34.5,23.6,69.4,0.0,0.0,0.0,,,,,18.3,227.2,,88.3,10.8,,,,,05:17:30,18:22:18,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-27,36.1,27.0,30.4,42.1,29.3,33.9,22.5,64.3,0.001,100.0,4.17,['rain'],,,,18.4,225.4,,90.0,11.0,,,,,05:17:45,18:22:27,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-28,37.1,24.4,31.2,40.2,24.4,35.1,22.5,61.5,0.0,0.0,0.0,,,,,18.3,143.4,,90.0,11.0,,,,,05:18:01,18:22:35,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-29,36.1,27.0,31.3,40.7,30.2,35.7,22.9,63.0,0.0,0.0,0.0,,,,,24.1,160.9,,58.4,11.0,,,,,05:18:17,18:22:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-06-30,36.1,26.0,30.7,42.0,26.0,34.9,23.5,67.3,0.0,0.0,0.0,,,,,22.3,139.6,,30.9,11.0,,,,,05:18:34,18:22:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-01,34.1,24.7,29.2,39.5,24.7,31.7,22.2,67.2,7.104,100.0,8.33,['rain'],,,,20.5,162.8,,41.5,11.1,,,,,05:18:51,18:22:56,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-02,35.0,23.1,28.0,40.8,23.1,30.0,22.9,76.2,21.1,100.0,4.17,['rain'],,,,25.9,173.3,,65.5,10.2,,,,,05:19:08,18:23:01,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-03,35.0,24.1,28.0,40.7,24.1,30.2,23.3,77.6,1.0,100.0,4.17,['rain'],,,,24.1,198.5,,75.0,10.5,,,,,05:19:26,18:23:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-04,34.0,26.0,29.9,39.5,26.0,33.3,22.7,66.5,0.3,100.0,4.17,['rain'],,,,16.5,218.9,,81.7,11.4,,,,,05:19:44,18:23:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-05,34.1,26.9,30.6,38.4,30.2,34.0,22.2,62.5,0.0,0.0,0.0,,,,,27.6,238.7,,90.0,11.4,,,,,05:20:02,18:23:12,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-06,34.1,26.1,29.4,37.1,26.1,32.2,22.1,66.1,0.0,0.0,0.0,,,,,20.4,208.6,,76.7,11.0,,,,,05:20:20,18:23:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-07,30.1,24.1,27.3,36.3,24.1,29.9,23.9,82.5,10.912,100.0,16.67,['rain'],,,,12.9,180.2,,87.1,9.6,,,,,05:20:39,18:23:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-08,33.1,25.0,29.3,38.1,25.0,33.1,23.9,74.2,0.0,0.0,0.0,,,,,14.8,131.0,,37.0,11.0,,,,,05:20:57,18:23:15,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-09,34.1,25.1,29.8,39.4,25.1,34.0,23.8,71.5,0.0,0.0,0.0,,,,,16.6,123.7,,41.0,10.9,,,,,05:21:16,18:23:14,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-10,34.1,26.0,30.5,40.7,26.0,34.9,23.9,69.5,0.0,0.0,0.0,,,,,14.8,118.7,,63.4,11.0,,,,,05:21:35,18:23:12,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-11,35.0,26.1,30.7,40.8,26.1,35.5,24.0,69.1,0.0,0.0,0.0,,,,,13.0,147.7,,78.4,10.8,,,,,05:21:54,18:23:10,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-12,35.0,25.1,28.5,40.7,25.1,31.6,24.1,78.3,37.3,100.0,4.17,['rain'],,,,16.6,179.9,,90.0,10.5,,,,,05:22:13,18:23:06,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-13,34.1,24.1,28.9,43.7,24.1,32.6,24.4,77.8,0.0,0.0,0.0,,,,,24.1,37.7,,86.5,10.8,,,,,05:22:32,18:23:01,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-14,33.1,25.0,28.4,39.3,25.0,31.1,23.5,75.9,33.008,100.0,8.33,['rain'],,,,20.5,255.2,,88.2,11.0,,,,,05:22:51,18:22:56,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-15,32.1,25.1,27.3,36.9,25.1,29.4,24.3,84.3,0.9,100.0,8.33,['rain'],,,,11.2,220.4,,88.3,10.1,,,,,05:23:10,18:22:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-16,31.1,23.1,26.6,36.7,23.1,28.3,23.8,85.8,13.942,100.0,16.67,['rain'],,,,16.6,198.4,,90.4,8.7,,,,,05:23:29,18:22:42,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-17,31.1,23.1,27.1,36.7,23.1,29.8,23.7,82.4,6.1,100.0,4.17,['rain'],,,,22.3,315.4,,72.6,10.6,,,,,05:23:47,18:22:33,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-18,33.1,25.1,29.3,38.2,25.1,33.3,24.3,75.6,0.0,0.0,0.0,,,,,16.6,346.3,,80.0,11.0,,,,,05:24:06,18:22:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48855099999']
"Đà Nẵng, Việt Nam",2009-07-19,35.0,26.1,30.6,42.0,26.1,35.0,23.7,68.2,0.0,0.0,0.0,,,,,14.8,249.1,,88.3,11.0,,,,,05:24:25,18:22:13,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-20,35.0,26.1,29.2,39.6,26.1,32.4,23.0,70.7,0.0,0.0,0.0,,,,,16.6,226.5,,70.9,10.8,,,,,05:24:44,18:22:02,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-21,33.1,25.1,28.3,40.7,25.1,31.4,24.4,80.2,0.002,100.0,4.17,['rain'],,,,33.5,4.5,,54.4,11.0,,,,,05:25:02,18:21:49,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-22,33.1,25.0,27.8,38.2,25.0,29.9,23.4,78.4,16.03,100.0,8.33,['rain'],,,,16.6,203.8,,60.1,11.0,,,,,05:25:20,18:21:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-23,34.1,24.1,28.3,40.7,24.1,30.4,23.0,75.5,30.0,100.0,4.17,['rain'],,,,29.5,56.5,,51.7,10.3,,,,,05:25:39,18:21:22,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-24,35.0,25.1,29.9,40.8,25.1,34.2,24.1,72.5,18.0,100.0,4.17,['rain'],,,,22.3,213.6,,34.2,11.0,,,,,05:25:57,18:21:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-25,36.1,27.0,31.6,42.1,29.7,35.9,22.8,60.9,0.0,0.0,0.0,,,,,22.3,234.9,,42.2,11.0,,,,,05:26:14,18:20:50,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-26,35.1,27.0,30.9,40.8,29.3,35.5,23.1,64.2,0.0,0.0,0.0,,,,,16.6,63.5,,55.5,10.8,,,,,05:26:32,18:20:33,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-27,36.1,26.1,31.0,42.1,26.1,35.6,23.5,66.1,0.0,0.0,0.0,,,,,13.0,148.8,,50.1,10.8,,,,,05:26:49,18:20:14,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-28,36.1,27.0,31.4,40.9,29.3,35.6,22.8,61.6,6.1,100.0,4.17,['rain'],,,,14.8,232.9,,55.9,11.2,,,,,05:27:07,18:19:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-29,34.1,27.4,30.4,39.4,30.6,34.4,22.9,64.6,0.3,100.0,4.17,['rain'],,,,14.8,219.7,,77.8,11.4,,,,,05:27:23,18:19:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-30,32.1,27.0,29.4,35.9,28.6,32.4,21.9,64.7,0.0,0.0,0.0,,,,,11.2,235.9,,90.0,11.0,,,,,05:27:40,18:19:14,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-07-31,33.0,24.1,28.3,38.2,24.1,31.2,23.5,75.9,3.008,100.0,12.5,['rain'],,,,11.2,234.0,,90.0,10.3,,,,,05:27:56,18:18:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-01,33.1,25.1,28.7,39.4,25.1,31.6,23.7,75.6,0.0,0.0,0.0,,,,,16.6,65.4,,60.5,9.9,,,,,05:28:12,18:18:28,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-02,33.1,25.1,28.0,40.7,25.1,30.6,24.6,82.7,0.0,0.0,0.0,,,,,18.4,150.8,,80.9,9.7,,,,,05:28:28,18:18:04,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-03,32.0,26.1,28.5,38.0,26.1,32.4,24.4,79.0,2.0,100.0,4.17,['rain'],,,,13.0,293.5,,90.0,10.8,,,,,05:28:44,18:17:40,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-04,35.0,27.1,31.0,42.1,29.7,36.2,23.8,66.2,0.0,0.0,0.0,,,,,16.5,270.6,,86.7,11.0,,,,,05:28:59,18:17:14,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-05,35.1,28.0,31.6,42.0,31.4,37.1,23.8,64.0,0.0,0.0,0.0,,,,,14.8,180.1,,90.0,11.0,,,,,05:29:14,18:16:47,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-06,35.0,29.0,31.5,42.1,33.4,36.8,23.7,64.2,0.0,0.0,0.0,,,,,18.4,227.3,,85.0,11.0,,,,,05:29:28,18:16:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-07,32.1,29.1,30.5,36.9,32.1,34.1,22.3,61.7,0.0,0.0,0.0,,,,,16.6,239.2,,90.0,11.0,,,,,05:29:43,18:15:51,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-08,33.1,28.1,30.8,38.2,29.7,34.6,22.6,62.2,0.0,0.0,0.0,,,,,16.6,239.8,,90.0,11.0,,,,,05:29:57,18:15:22,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48855099999']
"Đà Nẵng, Việt Nam",2009-08-09,34.1,27.1,30.3,38.4,29.3,34.1,22.9,65.8,0.0,0.0,0.0,,,,,14.8,338.6,,88.3,11.0,,,,,05:30:10,18:14:52,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['48855099999']
"Đà Nẵng, Việt Nam",2009-08-10,32.1,26.1,29.0,38.0,26.1,33.8,24.4,76.5,0.53,100.0,8.33,['rain'],,,,24.1,348.4,,90.0,10.5,,,,,05:30:23,18:14:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-11,34.1,26.1,29.2,40.8,26.1,33.8,24.8,78.8,0.0,0.0,0.0,,,,,18.4,263.4,,90.0,10.6,,,,,05:30:36,18:13:49,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-12,34.1,25.1,28.6,42.1,25.1,32.7,25.1,82.3,34.05,100.0,12.5,['rain'],,,,16.6,166.0,,88.8,10.0,,,,,05:30:49,18:13:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-13,33.1,23.1,27.4,40.8,23.1,30.4,24.6,85.7,75.95,100.0,16.67,['rain'],,,,40.7,207.9,,88.3,9.5,,,,,05:31:01,18:12:43,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-14,33.1,24.1,27.8,42.3,24.1,30.6,23.6,79.4,0.0,0.0,0.0,,,,,24.1,154.4,,44.2,9.8,,,,,05:31:13,18:12:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-15,32.1,24.1,27.8,38.0,24.1,30.5,23.5,78.9,0.0,0.0,0.0,,,,,24.1,163.7,,39.6,10.7,,,,,05:31:25,18:11:34,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-16,33.1,24.0,28.5,37.9,24.0,31.8,23.4,75.6,9.9,100.0,4.17,['rain'],,,,18.3,162.4,,32.8,10.9,,,,,05:31:36,18:10:59,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-17,32.1,25.1,29.0,39.3,25.1,32.8,24.2,76.5,0.0,0.0,0.0,,,,,16.6,154.8,,53.5,10.4,,,,,05:31:47,18:10:23,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-18,32.1,24.0,28.5,38.1,24.0,32.0,23.6,75.4,0.0,0.0,0.0,,,,,18.4,157.8,,26.0,10.1,,,,,05:31:58,18:09:46,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-19,33.1,23.1,28.4,38.2,23.1,31.6,23.2,75.1,0.0,0.0,0.0,,,,,18.4,155.4,,35.6,10.9,,,,,05:32:08,18:09:08,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-20,34.1,24.1,29.0,39.4,24.1,32.0,23.4,73.0,0.0,0.0,0.0,,,,,18.4,141.4,,49.1,10.9,,,,,05:32:18,18:08:30,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-21,33.1,24.1,28.9,39.4,24.1,32.1,23.2,72.5,0.0,0.0,0.0,,,,,14.7,164.7,,50.1,11.0,,,,,05:32:28,18:07:51,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-22,34.1,25.1,29.3,40.7,25.1,33.3,24.1,74.9,0.0,0.0,0.0,,,,,14.8,184.7,,74.4,11.0,,,,,05:32:38,18:07:11,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-23,32.1,25.1,28.9,39.3,25.1,33.0,24.3,76.9,0.002,100.0,4.17,['rain'],,,,16.6,127.5,,53.4,10.8,,,,,05:32:47,18:06:31,0.09,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-24,33.1,25.1,28.9,39.4,25.1,32.9,24.4,77.4,0.0,0.0,0.0,,,,,24.1,14.9,,33.5,10.3,,,,,05:32:56,18:05:50,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-25,33.1,25.1,29.0,39.3,25.1,32.4,23.8,74.7,0.0,0.0,0.0,,,,,24.1,32.0,,30.8,11.4,,,,,05:33:04,18:05:09,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-26,34.1,24.1,29.4,36.6,24.1,32.3,22.8,69.4,0.0,0.0,0.0,,,,,14.8,115.6,,43.5,11.4,,,,,05:33:13,18:04:27,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-27,32.1,25.0,28.7,38.0,25.0,32.1,23.6,74.5,0.0,0.0,0.0,,,,,14.8,144.0,,63.4,11.0,,,,,05:33:21,18:03:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-28,33.1,25.0,28.8,39.4,25.0,31.8,23.6,74.7,0.3,100.0,4.17,['rain'],,,,18.4,161.8,,39.6,10.8,,,,,05:33:29,18:03:02,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-29,34.1,25.0,28.5,40.7,25.0,30.9,23.2,74.8,0.0,0.0,0.0,,,,,27.6,298.4,,47.0,10.9,,,,,05:33:36,18:02:19,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-30,34.1,24.1,29.0,39.5,24.1,32.1,23.3,73.1,0.0,0.0,0.0,,,,,31.3,66.6,,36.2,10.9,,,,,05:33:44,18:01:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-08-31,32.1,25.0,28.9,39.3,25.0,32.6,23.9,75.0,6.146,100.0,8.33,['rain'],,,,31.3,25.7,,34.3,11.0,,,,,05:33:51,18:00:51,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-01,33.1,26.1,29.3,39.4,26.1,33.2,23.9,73.4,0.0,0.0,0.0,,,,,33.5,19.7,,39.2,11.0,,,,,05:33:58,18:00:06,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-02,29.1,24.1,26.6,33.7,24.1,28.8,24.3,87.0,13.123,100.0,20.83,['rain'],,,,18.4,332.6,,83.3,6.3,,,,,05:34:05,17:59:21,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-03,26.1,23.1,24.1,26.1,23.1,24.1,22.9,93.3,134.617,100.0,29.17,['rain'],,,,25.9,276.4,,90.0,4.4,,,,,05:34:11,17:58:36,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-04,31.1,23.0,26.2,36.7,23.0,28.0,23.9,87.9,332.991,100.0,29.17,['rain'],,,,35.3,335.2,,81.7,7.3,,,,,05:34:18,17:57:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-05,29.1,24.1,26.1,34.7,24.1,27.3,24.4,90.8,16.276,100.0,25.0,['rain'],,,,16.5,338.9,,86.7,7.9,,,,,05:34:24,17:57:04,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-06,28.1,25.0,26.2,32.1,25.0,27.4,24.4,90.0,18.037,100.0,25.0,['rain'],,,,14.8,322.0,,90.0,6.7,,,,,05:34:30,17:56:18,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-07,26.1,24.1,25.2,26.1,24.1,25.2,24.3,94.5,166.232,100.0,25.0,['rain'],,,,25.9,317.8,,90.0,5.1,,,,,05:34:36,17:55:31,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
"Đà Nẵng, Việt Nam",2009-09-08,28.1,24.1,24.8,32.1,24.1,25.2,23.7,93.6,85.643,100.0,33.33,['rain'],,,,14.8,303.6,,90.0,5.6,,,,,05:34:42,17:54:44,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48855099999', '48852099999']"
